id,ret
96,"""洗涤块 洗涤块除洗涤效果外，还具有软水和 / 或亮碟效果。部分类型还含有玻璃和不锈钢保护剂等专用洗涤化学成分。 洗涤块仅在特定使用条件下效果理想。 洗碗机的最佳洗涤效果需单独使用洗涤剂、亮碟剂和软水盐。 洗涤块包装上的使用说明中会注明在洗碗机中的合适放置位置（洗涤剂盒、碗篮等）。<PIC>市场上常见的洗涤块类型： 2 合 1：含洗涤剂、亮碟剂或软水盐 3 合 1：含洗涤剂、亮碟剂和软水盐 4 合 1：除洗涤剂、亮碟剂和软水盐外，还含玻璃保护剂 5 合 1：除洗涤剂、亮碟剂和软水盐外，还含玻璃和不锈钢保护剂 使用洗涤块时，请遵守洗涤剂生产商的包装说明。 洗涤块功能 根据自来水硬度，洗涤块功能可让 2 合 1、3 合 1、4 合 1、5 合 1 等多效洗涤块获得更好的烘干效果。 选择洗涤块功能时，洗涤块指示灯亮起。 该功能激活时，盐量和亮碟剂指示灯关闭。 按下开机 / 关机键开机以使用洗涤块功能。 选择所需程序后按下半载 / 洗涤块键，直至洗涤块指示灯亮起，然后按下启动 / 暂停 / 取消键并关闭机门。 若要同时使用半载和洗涤块功能，按下开机 / 关机键开机，然后按下半载 / 洗涤块键直至半载和洗涤块指示灯同时亮起。 若上次程序中使用过半载或洗涤块功能，下次选择洗涤程序时半载或洗涤块功能将保持有效。 若新选程序中不想使用这些功能，按下半载 / 洗涤块键直至相应功能指示灯熄灭。"", [""Manual06_5""]"
97,"""亮碟剂 洗碗机使用的亮碟剂是一种特殊配方，用于提高烘干效率，防止洗涤后的餐具上留下水渍或水垢。因此，务必确保亮碟剂盒中有亮碟剂，且仅使用洗碗机专用亮碟剂。 查看亮碟剂指示灯，判断是否需要添加亮碟剂（3）。指示灯常亮表示亮碟剂盒内充足，若指示灯熄灭则需添加。 1. 按下卡扣打开亮碟剂盒盖（B）。<PIC>2. 向盒内加注至 MAX 刻度线。3. 轻轻按下关闭盒盖。 擦净溢出的亮碟剂。 意外溢出的亮碟剂会产生泡沫，最终降低洗涤效果。 4. 将亮碟剂剂量调节旋钮手动调至 1-6 之间的位置（4）。 若洗涤后餐具上有污渍，需调高剂量；若手擦后有蓝色痕迹，则调低剂量。出厂默认设置为 4。<PIC>"", [""Manual06_6"", ""Manual06_7""]"
98,"""不适合在洗碗机中清洗的物品・切勿在洗碗机中清洗沾有烟灰、蜡烛残渣、抛光剂、染料、化学品等的餐具。・请勿清洗铁制器具，以免生锈或在其他物品上留下污渍。・请勿清洗带有木质或骨质手柄、黏合部件、不耐热部件的银质餐具、刀具，以及铜和镀锡容器。 瓷器的装饰花纹以及铝制和银质器具在洗碗机中清洗后可能会褪色或失去光泽，就像手洗一样。 某些精致玻璃和水晶可能会逐渐失去光泽。强烈建议您在购买餐具时确认是否适合洗碗机清洗。"", []"
99,"""餐具篮是否配备取决于洗碗机型号。若机器带有餐具篮，它用于更干净地清洗叉、勺等小件餐具。<PIC>使用时将餐具放入篮内，避免小件餐具散落到碗篮或喷淋臂附近；装载后确认喷淋臂可以自由转动，再启动洗涤程序。 如果你的型号没有配备该餐具篮，则按随机碗篮结构摆放小件餐具即可，不要强行安装非本机型配件。"", [""Manual06_11""]"
100,"""可折叠下层篮架丝用于在下层碗篮中更方便地放置锅、碗等大件物品。机器配有两根可折叠架丝时，可按需要单独折叠其中一根，也可两根同时折叠，以创造更大的装载空间。操作时按下卡扣 A，即可放下折叠架丝。<PIC>放下或复位后，确认架丝位置稳定，再装入餐具。 折叠架丝主要是为了给大件锅具腾出空间；普通餐盘较多时，可将架丝复位以便竖放餐具。"", [""Manual06_12""]"
101,"""负载上层篮高度调节 （视型号而定） 机器上层篮的碗篮调节机构可让您无需将碗篮取出，直接上下调节满载碗篮的高度，根据需要在机器上层或下层创造更大空间。 升高碗篮： 1. 抓住上层篮一侧架丝（左或右）向上提起（A）。 2. 另一侧重复相同操作。<PIC>3. 确保碗篮高度调节机构两侧处于同一水平（高或低）。 降低碗篮： 1. 按下碗篮调节机构上的卡扣降低碗篮（B）。2. 另一侧重复相同操作。 3. 确保碗篮高度调节机构两侧处于同一水平（高或低）。<PIC>"", [""Manual06_13"", ""Manual06_14""]"
102,"""清洁洗碗机进水管滤网前，先关闭水龙头并拆下水管。进水管滤网用于阻挡市政供水或自备水系统中的沙粒、污垢、铁锈等杂质，建议定期检查。取出滤网后在自来水下清洗，清洁后把滤网装回水管原位，再将水管重新接到水龙头。<PIC>装回后确认接口无松动或漏水。"", [""Manual06_22""]"
103,"""清洁上层喷淋臂时，先检查上层喷淋臂孔位是否被食物残渣堵塞。如果堵塞，需要拆下并清洁喷淋臂；拆卸时向左旋转螺母，取下上层喷淋臂。清洗干净后重新安装，并确认螺母已经拧紧。<PIC>手册建议至少每周清洁一次喷淋臂，以保持洗涤效率。 如果喷孔仍有堵塞，可用流水冲洗喷淋臂孔位；装回后手动转动喷淋臂，确认没有被餐具或碗篮挡住。"", [""Manual06_23""]"
104,"""如何拆除滤网塑料包装 新产品内置一体式滤网。拆除滤网包装前请务必拔下设备插头。 注意 滤网塑料包装拆除后无法退货。1 双手握住设备上盖并向上拉起。<PIC>2 握住背部滤网盖把手并向前拉出。<PIC>3 拆除滤网上的塑料包装。未拆除包装会产生异响，滤网无法正常工作，且可能引发火灾或损坏设备。<PIC>4 将滤网上下推入设备，确保滤网贴合紧密。<PIC>5 装回滤网盖。先将盖子插入设备底部固定卡槽。向前滑动盖子，使其卡入顶部卡槽。 6 双手握住设备上盖并滑回原位，确保标识朝前。 7 滤网安装完成后，长按控制面板上的睡眠 + 自动键 5 秒以上进行初始化。重置后红色滤网指示灯将熄灭。"", [""Manual03_0"", ""Manual03_1"", ""Manual03_2"", ""Manual03_3""]"
105,"""脚轮安装为可选步骤。包装盒内应有一个小盒，里面包含 4 个脚轮和 8 颗螺丝；若滤盒内没有脚轮盒，请联系客服。安装时，先用螺丝刀拆下空气净化器底部原有的四个底座，再用每个脚轮配套的两颗螺丝把脚轮固定到原底座位置。四个脚轮都装好后，检查螺丝是否拧紧、设备是否放置平稳；拆下的底座和螺丝建议保留，便于以后恢复原状或维护使用。 安装脚轮后移动设备会更方便，但移动时仍应扶稳机身，不要在通电运行或地面不平时强行推动。"", []"
106,"""常规运行 按下启动键开机。将显示上次选择的运行模式。按控制面板上的上下键选择所需风速。可在 1 档（F1）至 18 档（F18）之间调节风速。<PIC>净化器开机时传感器初始化，初始化期间显示屏显示相应状态。 注意 自动运行 自动模式可根据室内空气质量自动调节风速。按下开机键启动。将显示上次选择的运行模式。按下自动键选择自动模式。每次按下该键可在自动运行和常规运行之间切换。 注意 智能自动运行期间无法调节风速。VOC 传感器检测室内空气质量，设备自动调节风速以提供更洁净的空气。<PIC>涡轮风扇运行 涡轮模式可更快净化室内空气。按下相应按键开机并选择常规运行模式。同时长按控制面板上的上下键 3 秒设置涡轮风扇运行。<PIC>3 按下控制面板下键，风速将调至 18 档，涡轮风扇运行停止。即使切换至其他运行模式或停止当前运行，返回常规运行后可再次启动涡轮风扇运行。 睡眠运行 1 睡眠模式下设备正常运行，但显示屏熄灭，避免干扰睡眠。按下开机键开机。2 按下控制面板上的睡眠键选择睡眠模式。3 按控制面板上的上下键选择风速。可在 1 档（F1）至 18 档（F18）之间调节。4 睡眠模式下再次按下睡眠键，将恢复之前的运行模式。关机后睡眠模式将取消。<PIC>注意 睡眠模式下除月亮图标外整个显示屏熄灭。默认风速设为 1 档。 安全锁功能 1 可设置安全锁功能防止儿童操作。设备开机时长按某键 3 秒以上，显示屏显示相应标识即开启安全锁。该功能开启时按控制面板任意键，显示屏将以 1 秒间隔闪烁 5 次。2 取消该功能需同时长按某键 3 秒以上。<PIC>静音功能 静音：同时长按上键和某键 3 秒可开启或关闭提示音。 自动关机功能<PIC>注意 自动关机模式下净化器将自动关机。若断电，预设自动关机时间将取消，需重新设置。"", [""Manual03_14"", ""Manual03_15"", ""Manual03_16"", ""Manual03_17"", ""Manual03_18"", ""Manual03_19""]"
107,"""室内空气质量（IAQ）指示灯 可通过室内空气质量指示灯实时查看室内空气质量。该指示灯以灯光形式环绕显示屏外缘。设备根据检测到的细颗粒物浓度显示空气质量。传感器检测室内空气质量，设备通过四种不同颜色显示空气状态。 空气质量状态<PIC>注意 在室外空气可进入的环境（如门口、通风口、窗户等），室内空气质量可能显示为更清洁的等级。室内空气质量指示灯可能对部分颗粒物无反应，读数可能与其他空气质量检测设备不同。"", [""Manual03_20""]"
108,"""清洁空气净化器设备内外前，务必先拔下电源插头。手册建议为保持最佳效果，每月清洁 1-2 次，灰尘较多的地区应增加清洁频率。外壳可用温水或温和清洁剂浸湿的布擦拭，再用软布擦干。内部清洁时，打开背部滤网盖并取出滤网，用吸尘器和湿毛巾清洁滤网仓内部。<PIC>清洁时不要通电操作，也不要让水或异物进入设备内部。"", [""Manual03_3""]"
109,"""空气净化器滤网清洁时，如果滤网过脏，手册建议直接更换。滤网污染程度会随使用环境和运行时长变化，因此清洁或更换周期也要相应调整。在更换滤网期间，可用吸尘器或软刷清洁预过滤网。<PIC>禁止用水清洗滤网，也不要使用非厂家推荐的滤网；使用脏污预过滤网或未安装滤网都会降低产品性能。"", [""Manual03_3""]"
110,"""需要更换空气净化器滤网时，滤网更换指示灯会亮起红色。手册建议每 6-12 个月更换一次滤网，实际寿命取决于使用环境。更换滤网前拔下电源，并按滤网安装步骤取出旧滤网、装入新滤网。更换完成后，长按控制面板上的睡眠键 + 自动键 5 秒以上，重置滤网指示灯。<PIC>若未重置，指示灯可能仍显示需要更换。"", [""Manual03_21""]"
